Matrikel;KlausurNr;Punkte
2816674;17ss_dbs2;4,2.5,3,2,3,5,3,1.5,6.5
2817638;17ss_dbs2;4.5,5,3.5,2.5,5.5,4.5,4.5,4,5
2822033;17ss_dbs2;3,3.5,2.5,5,4.5,2,4.5,5.5,3.5
2824223;17ss_dbs2;4,2.5,4.5,2.5,5.5,5,3,1,0
2828608;17ss_dbs2;5,3,4,4,5,6,5.5,2.5,4
2867038;17ss_dbs2;3.5,1,2.5,0.5,7,6,6,4,4
2886393;17ss_dbs2;4,3.5,3.5,1,4,6,3.5,1.5,3.5
2890948;17ss_dbs2;4.5,3,1.5,0.5,1,3.5,0.5,0,3.5
2897655;17ss_dbs2;2.5,2,2.5,3,2.5,1,0,0,1.5
2943676;17ss_dbs2;3,2.5,2,3.5,0,5,2.5,2,1.5
2951157;17ss_dbs2;2.5,4,3.5,3,2.5,4,3,0,2.5
2969842;17ss_dbs2;2,2,4,2.5,5.5,4,5,0,4.5
2980854;17ss_dbs2;3.5,1,3,2,2.5,4.5,3.5,1.5,3
2988447;17ss_dbs2;1.5,3.5,0.5,1,2.5,2,0,0.5,6
2993779;17ss_dbs2;4.5,3,1.5,0.5,1,5,4,1,3.5
2994137;17ss_dbs2;2,4,0,4.5,6,6,2.5,2,5.5
3027376;17ss_dbs2;5,3,0.5,2,5.5,1,2.5,0,2
3039995;17ss_dbs2;1,3,2.5,1,1,4,4.5,1,4.5
3043109;17ss_dbs2;3.5,2.5,1.5,0,3.5,2,3,3,3.5
3099551;17ss_dbs2;2,2,2,0.5,0.5,6,5,5,6.5
3120281;17ss_dbs2;2,0,1.5,4,3.5,4,3.5,3.5,1
3155009;17ss_dbs2;3,0,0,1,0,0,1,0,1
3155140;17ss_dbs2;4.5,3,2,1.5,2.5,3,5,1.5,4.5
3161504;17ss_dbs2;4,2.5,1.5,3.5,0,4.5,4.5,2,3
3165980;17ss_dbs2;4.5,0,3,3,1.5,5,3.5,2,5
3195563;17ss_dbs2;3,5.5,3.5,3,5,6,5,6,4
3204181;17ss_dbs2;1,3.5,2.5,5,0,4.5,3.5,3.5,2
3217844;17ss_dbs2;3.5,2.5,2.5,1.5,3,5.5,4,2.5,5
3227895;17ss_dbs2;4,3.5,3,2,4,6,5.5,4,3.5
3232792;17ss_dbs2;4.5,1,3,1,1,4,3.5,2,6
3288932;17ss_dbs2;0,3,3,0,3.5,3.5,3.5,1.5,3
3304115;17ss_dbs2;2.5,1.5,2,3.5,4.5,4.5,2.5,2,6
3314611;17ss_dbs2;3.5,3.5,4,3,4.5,4.5,5.5,4,6.5
3333729;17ss_dbs2;3,2,2,1.5,5,1.5,3.5,2,2
3352244;17ss_dbs2;4,2.5,2.5,0,3,4.5,5.5,0.5,1.5
3358535;17ss_dbs2;4,0,0,0,0.5,5.5,0.5,0,3.5
3386891;17ss_dbs2;1.5,2,1.5,0.5,2,2,2.5,0.5,1
3423919;17ss_dbs2;4,2,2,0,5,3,3,1.5,1
3454313;17ss_dbs2;5,2.5,5,1,2.5,1.5,0.5,0,2.5
3477044;17ss_dbs2;5,1.5,4.5,3.5,0,3,3.5,3,6
3477418;17ss_dbs2;0.5,3,1,1.5,0.5,0.5,4.5,0,3
3479178;17ss_dbs2;1.5,1,3.5,1,0.5,0.5,3,0,7
3492190;17ss_dbs2;4.5,0.5,1.5,3.5,0,4,2.5,2.5,2.5
3498680;17ss_dbs2;2.5,0.5,0.5,0,1.5,1.5,1,1,0.5
3533392;17ss_dbs2;2,1.5,2,0,5,1.5,3,3,0
3563269;17ss_dbs2;1,2.5,3,0.5,3.5,3.5,3.5,0,2.5
3585883;17ss_dbs2;5.5,2.5,4,2.5,5,6,4.5,3.5,6
3592683;17ss_dbs2;5.5,0.5,3,3,1,3,3,4,4.5
3604547;17ss_dbs2;4.5,3.5,2,0.5,4.5,5,2,3,3.5
3613475;17ss_dbs2;4,2,3.5,4,2,2.5,4.5,0,6
3624712;17ss_dbs2;3.5,2,4,3,4.5,4,2,3,4.5
3639284;17ss_dbs2;5.5,1,1.5,3,0,4.5,5,0,2
3662045;17ss_dbs2;5,3.5,3,2,2.5,5,3.5,1,3.5
3675317;17ss_dbs2;3.5,2,3,0,2.5,4.5,2.5,5,5.5
3680716;17ss_dbs2;5,4,2,1.5,6.5,6,4,1.5,5.5
3689810;17ss_dbs2;4.5,1,0,1,0,0,0.5,0,0
3690005;17ss_dbs2;5.5,1,2,3,1,4,4,0,2
3694017;17ss_dbs2;4,4.5,4,3,6.5,4,3.5,5,6
3694297;17ss_dbs2;5.5,3,1.5,1,3.5,1.5,0.5,2,1.5
3696488;17ss_dbs2;3.5,2.5,2.5,0.5,6,2,4,1.5,2.5
3700949;17ss_dbs2;0.5,2.5,0,1,3,2,3.5,0,1
3731705;17ss_dbs2;4,3.5,5,2,3,5.5,2.5,1,5
3738734;17ss_dbs2;3,1,2.5,1,0,6,3.5,1.5,6
3739211;17ss_dbs2;3,2.5,3.5,2,2.5,5,3,2,1.5
3747066;17ss_dbs2;2.5,2.5,2.5,3.5,2,3,2,2,2.5
3747934;17ss_dbs2;5,4,3,3.5,4,4.5,4.5,1.5,6
3787501;17ss_dbs2;4,4.5,2.5,3,0,5,3,3.5,4.5
3789692;17ss_dbs2;3.5,2.5,2,3.5,3.5,5,3,1.5,6.5
3797131;17ss_dbs2;1.5,3,1.5,1,3.5,2.5,3,2,1.5
3802238;17ss_dbs2;5,0.5,2,4,1.5,6,5,2.5,6
3803153;17ss_dbs2;2.5,3.5,1.5,3,3,1,1,0.5,1
3810464;17ss_dbs2;2,0.5,1,2.5,4,2,5.5,3.5,2
3814934;17ss_dbs2;5,3.5,3.5,4.5,4.5,5,3,2.5,4
3839605;17ss_dbs2;3.5,3,3,0.5,1,5.5,4,2.5,2
3865186;17ss_dbs2;4.5,2.5,2,1,2.5,1,0.5,1.5,5
3867021;17ss_dbs2;5.5,2,3,2,6.5,4,2.5,2.5,5
