Matrikel;KlausurNr;Punkte
3181640;16ss_dbs2;1.5,2,2.5,1.5,1.5,3.5,4.5,2.5,4
3187066;16ss_dbs2;3,5,1,0.5,1,6,2.5,0,1.5
3200672;16ss_dbs2;1.5,4.5,5,0,0,1,4.5,3.5,4.5
3213238;16ss_dbs2;0,5.5,3.5,1,2,3.5,3,3,2
3217144;16ss_dbs2;2.5,5.5,2.5,2.5,2,2,3.5,4,5
3228470;16ss_dbs2;1,0,0,1,0,1,1,1,0
3238538;16ss_dbs2;2,4.5,3.5,4,3,5,3,4.5,3.5
3255300;16ss_dbs2;0,2.5,2,1,1.5,5.5,5.5,1.5,2
3258928;16ss_dbs2;7,5,2.5,4.5,2.5,4.5,5.5,3.5,4.5
3267278;16ss_dbs2;1.5,3,0,2,1,2,0.5,0,0
3272791;16ss_dbs2;3,5,1.5,3,1.5,2,1.5,1.5,3.5
3290013;16ss_dbs2;2.5,7,3.5,4,4,0,4.5,5,4
3317111;16ss_dbs2;2.5,7,3.5,1,0.5,4,5,6,4
3322726;16ss_dbs2;1,0,0.5,0,0,0.5,1,0.5,0
3330552;16ss_dbs2;2,6.5,3.5,3.5,2.5,4,1,2,4
3334212;16ss_dbs2;2,4.5,3,2,1,1.5,3.5,4.5,2.5
3366961;16ss_dbs2;0,6,2,0.5,3,5,2,1,1.5
3453414;16ss_dbs2;2,3,3,3.5,3.5,5.5,1,2,0.5
3460607;16ss_dbs2;0,3,0.5,0,0,6,0.5,3,2.5
3463754;16ss_dbs2;2,5,2.5,3.5,3.5,5,5,6,3
3471945;16ss_dbs2;3,4.5,1,1,3.5,1,0,0,4.5
3494349;16ss_dbs2;3,4.5,3.5,0,2,4,4.5,5,5
3508719;16ss_dbs2;2,4.5,4,0.5,3.5,2.5,3.5,4,2.5
3509870;16ss_dbs2;1,2,2.5,1,2,4.5,3.5,1,0
3535940;16ss_dbs2;5,4.5,4,2,2.5,4,3.5,2,4.5
3585883;16ss_dbs2;4,4,2,3,0,0.5,2.5,0,1.5
3590920;16ss_dbs2;0.5,1,0,0.5,0.5,2.5,1,0,0
3652343;16ss_dbs2;3,6.5,3.5,1,0,5,4.5,3.5,2
3661967;16ss_dbs2;3.5,3.5,2,1.5,4,5,1.5,6,1.5
3668038;16ss_dbs2;2,1,2,3,0,2.5,3.5,1,3.5
3729968;16ss_dbs2;3,5.5,5.5,1,2,1.5,4.5,3,3.5
3747934;16ss_dbs2;0,3.5,0,0.5,1,2.5,3,0,1.5
3750079;16ss_dbs2;2.5,4.5,2,0,1,2,1,1,3
3782358;16ss_dbs2;6,6.5,6,4,2.5,5.5,4,5.5,5.5
3830302;16ss_dbs2;4,6.5,1.5,3.5,1,5.5,1,5,1.5
3835187;16ss_dbs2;1,5,4,0,3.5,5,4,1.5,4.5
3865186;16ss_dbs2;1,4,1.5,0,0,1,1,0,3.5
3867021;16ss_dbs2;1,4.5,0,0.5,1.5,2.5,3,1,0
3869176;16ss_dbs2;1.5,0,0.5,0.5,0,4.5,1.5,2.5,0
3918729;16ss_dbs2;3,3,2,0,0,2,0,1,2.5
3920073;16ss_dbs2;1.5,5.5,0.5,2.5,3,3,3.5,4,3
3936117;16ss_dbs2;2.5,5,3,3,4,5.5,3.5,3,1.5
