Matrikel;KlausurNr;Punkte
2897655;18ss_dbs2;0,5,2.5,0,1,2,3.5,2.5,0
2918632;18ss_dbs2;1.5,3.5,2,1,0,1.5,2,1,0.5
2922716;18ss_dbs2;3.5,3.5,4.5,6,4,4,5.5,5.5,4
2956490;18ss_dbs2;4.5,1.5,3,0,1.5,1.5,2,0.5,0.5
2956688;18ss_dbs2;0.5,2.5,4,2,3,0,2.5,3,2
2957270;18ss_dbs2;1,4,2.5,0,1,0,1.5,1.5,0
2982600;18ss_dbs2;1.5,3,5,1,2.5,0,2,3.5,2.5
2988676;18ss_dbs2;4,3.5,6.5,2,3,0.5,3,3.5,5
2994475;18ss_dbs2;0,3.5,0.5,0,1,2,0.5,3,4
2997521;18ss_dbs2;1,4,3,0,1.5,0,5,1.5,5.5
3022556;18ss_dbs2;5.5,2.5,5.5,4,4,4,5,5.5,4.5
3108187;18ss_dbs2;0,2.5,1,0,3,1,1,0,5
3146495;18ss_dbs2;2.5,4.5,4,2,0,4,3,0.5,3.5
3150444;18ss_dbs2;4,2,2.5,0,2.5,1,3,1.5,0.5
3162066;18ss_dbs2;3.5,4,3.5,0,1.5,1.5,2.5,5,3
3178618;18ss_dbs2;3,4.5,2,0,1.5,0.5,0,0,0
3183654;18ss_dbs2;2,4,3,1.5,1,0.5,3.5,2,4
3189626;18ss_dbs2;1.5,4,4,1.5,1,2,1.5,1.5,4
3218234;18ss_dbs2;4,4.5,5,2.5,3.5,2.5,3.5,3,3.5
3226567;18ss_dbs2;3,3.5,5.5,1,0.5,0,1.5,0,4
3247027;18ss_dbs2;1,3,2.5,1,0,1,3.5,0,5.5
3304557;18ss_dbs2;1,3.5,4.5,0,1.5,4,6.5,4.5,5.5
3342771;18ss_dbs2;2,3.5,3,1.5,1,5.5,5.5,1,5
3385247;18ss_dbs2;4.5,2,6.5,3.5,2.5,4.5,6.5,5.5,4.5
3386891;18ss_dbs2;0.5,3.5,3,1,1.5,0.5,3,2,3.5
3415258;18ss_dbs2;5,4,1.5,2,3,3,4,3,6.5
3450112;18ss_dbs2;2,3,2,5.5,0.5,1,4.5,5,3
3450458;18ss_dbs2;6,1.5,2,2,2.5,4.5,6.5,3.5,6
3454563;18ss_dbs2;4,4.5,6,4.5,2.5,5,6.5,5.5,6.5
3455621;18ss_dbs2;3,3.5,4,2.5,4,1,4,2.5,5
3488794;18ss_dbs2;1.5,3,5,2.5,3.5,3.5,5,5.5,4.5
3494474;18ss_dbs2;0.5,4,2,1,1,1.5,5.5,1.5,0
3531117;18ss_dbs2;4.5,3,5,5,3.5,3.5,2.5,3.5,5.5
3560306;18ss_dbs2;1.5,3.5,3.5,1,0.5,0.5,3.5,2,6
3561559;18ss_dbs2;2.5,2.5,4.5,1,0,0,6,0,4.5
3579532;18ss_dbs2;3.5,2,6,0.5,2,5,5,4,6.5
3586311;18ss_dbs2;0,4.5,5.5,0,0,0,5.5,0.5,2.5
3631078;18ss_dbs2;0.5,1.5,1.5,0,0,3.5,2.5,0,1.5
3632008;18ss_dbs2;2,0.5,3.5,3.5,2,0.5,2.5,4,1.5
3648162;18ss_dbs2;4.5,4,4,5,4,5.5,5.5,3.5,4
3654202;18ss_dbs2;1,3.5,4.5,5,1.5,3,3.5,2,3
3684022;18ss_dbs2;0.5,2.5,2,4.5,3.5,0.5,4,2,4.5
3684736;18ss_dbs2;6,2.5,2,0,3.5,4,4,3.5,3.5
3692137;18ss_dbs2;2.5,1,3.5,3.5,3.5,4,5,5,5.5
3698150;18ss_dbs2;1,4,4.5,1.5,1.5,2,1,0.5,5
3741473;18ss_dbs2;0.5,3.5,5,1,1.5,3.5,3.5,5,6
3783372;18ss_dbs2;1.5,4.5,1.5,3,0.5,1,3,4.5,4.5
3795358;18ss_dbs2;0,1.5,6,2.5,2,0,2.5,2.5,2
3802617;18ss_dbs2;0,2,2,3,0,1.5,2,0,0
3809742;18ss_dbs2;1,3,4.5,3,2.5,1,1.5,4.5,3
3830777;18ss_dbs2;0,3,5,0,1,0.5,2.5,3.5,3.5
3842886;18ss_dbs2;4,3.5,3,1.5,3,2.5,5,4.5,4.5
3877225;18ss_dbs2;4.5,4,4,0,2,4.5,3,2.5,2
3908938;18ss_dbs2;1,3.5,1.5,2,0,1.5,4,0.5,0.5
