Matrikel;KlausurNr;Punkte
2831881;17ws_dbs1;6.5,7,4.5,4,8,10,5
2833647;17ws_dbs1;4.5,6,2,0,0.5,3,0
2839298;17ws_dbs1;7.5,2,2.5,1.5,1.5,3.5,3
2853202;17ws_dbs1;4,4,5.5,4.5,8,8.5,4.5
2857005;17ws_dbs1;4.5,5.5,6.5,1,8,7,2
2859106;17ws_dbs1;2.5,2.5,3,0,1.5,0,2
2864342;17ws_dbs1;4,6,5,2.5,0.5,6,2
2882327;17ws_dbs1;4.5,1.5,6.5,2.5,4,0.5,4
2889956;17ws_dbs1;5,0.5,7,4,3,1,4
2900608;17ws_dbs1;6,5.5,4,2.5,1.5,7.5,1
2901304;17ws_dbs1;4,2,5.5,4,4,4.5,3.5
2904689;17ws_dbs1;7.5,2.5,6.5,2,5,6.5,3
2908242;17ws_dbs1;6,5,6.5,0.5,6.5,3.5,1.5
2909555;17ws_dbs1;0.5,3.5,4.5,4,2,4.5,2.5
2918632;17ws_dbs1;2,0.5,0.5,1.5,2,4,3.5
2922716;17ws_dbs1;4,5,6.5,5.5,4.5,5,4
2948691;17ws_dbs1;3.5,3.5,7,4.5,7.5,6.5,2.5
2949013;17ws_dbs1;1,1.5,0,1,1.5,4,2.5
2956490;17ws_dbs1;5,4,6.5,4,4.5,4,1
2965369;17ws_dbs1;2,5,6.5,2,0.5,4,0.5
2968607;17ws_dbs1;6.5,5.5,5,4.5,6,9,4.5
2977409;17ws_dbs1;2,3.5,2,5.5,0.5,2,0
2988470;17ws_dbs1;2.5,1,5.5,5,3.5,5.5,4
2988676;17ws_dbs1;2.5,4,7,6,3,7,2.5
2990589;17ws_dbs1;6,4.5,6.5,3,7,8,3
2991691;17ws_dbs1;4.5,4,4,0.5,1.5,0,2
2994475;17ws_dbs1;3,3.5,4.5,1,3,4.5,3
2997521;17ws_dbs1;2.5,5.5,4.5,1,3.5,5,0.5
3014873;17ws_dbs1;3,6,8,2,5,7.5,5.5
3021152;17ws_dbs1;0,7,4,2,1,1,2.5
3022556;17ws_dbs1;6,7,6,4.5,9.5,7.5,6
3038701;17ws_dbs1;4,3.5,7,5.5,2,2.5,1.5
3039433;17ws_dbs1;4.5,2,4.5,1.5,3.5,5,3
3068970;17ws_dbs1;5.5,3.5,8,0.5,3.5,4.5,4
3073325;17ws_dbs1;1,2.5,4,1,0,1,4
3079803;17ws_dbs1;4,4,7,5,5.5,6,2
3081568;17ws_dbs1;4.5,5,7.5,2.5,4.5,7,5
3086102;17ws_dbs1;0,2,6,1,1.5,5.5,3
3092068;17ws_dbs1;4.5,1.5,6,0,8.5,4,5
3097520;17ws_dbs1;0.5,2,5.5,0,0,1,2
3100069;17ws_dbs1;6.5,4.5,7.5,5,1,3.5,4.5
3108187;17ws_dbs1;6,1.5,2,2,3,4,3
3130683;17ws_dbs1;5.5,3.5,4,3.5,4.5,2.5,2.5
3146495;17ws_dbs1;4.5,2.5,5,2,5.5,8,2
3165980;17ws_dbs1;1,3,2.5,5.5,1,5,2.5
3171551;17ws_dbs1;5,4.5,7.5,2,9.5,8.5,3
3178618;17ws_dbs1;2,3,7,2,3,4.5,1
3179301;17ws_dbs1;0.5,0,0.5,0,3.5,1,0
3186973;17ws_dbs1;7.5,4.5,8,5.5,8,7.5,3.5
3189626;17ws_dbs1;2,4,7,2,7,3.5,3.5
3200789;17ws_dbs1;4,1,4.5,4,1.5,2.5,2.5
3218234;17ws_dbs1;5.5,4.5,6,2.5,2.5,7.5,4.5
3226567;17ws_dbs1;3,6,3.5,1.5,1,4,1.5
3239718;17ws_dbs1;2.5,4,6,3,3.5,5.5,0
3246436;17ws_dbs1;5,2,6.5,2.5,1.5,1.5,2.5
3269168;17ws_dbs1;6,5.5,4.5,4,9,8.5,4
3295251;17ws_dbs1;5,4.5,7.5,4.5,4,6,4
3304483;17ws_dbs1;4.5,1.5,6.5,1,3.5,4.5,4
3304557;17ws_dbs1;5,5.5,7,6,6.5,5.5,1
3307751;17ws_dbs1;4,1,5,3,3,4.5,1
3342771;17ws_dbs1;4,6.5,6,5.5,6,6,3.5
3358535;17ws_dbs1;4.5,3,1,0.5,0,3,0.5
3365018;17ws_dbs1;2.5,4,5.5,0.5,4.5,3,0.5
3365595;17ws_dbs1;1.5,1,4,3,5.5,3,3
3382308;17ws_dbs1;3.5,5,7,3.5,3,4.5,4.5
3384590;17ws_dbs1;5,3.5,5.5,5,7.5,8,4.5
3399855;17ws_dbs1;2.5,5.5,8,4,6,6,2
3407404;17ws_dbs1;2,3.5,5.5,2,1,3,3
3415258;17ws_dbs1;3.5,5.5,6,2,5,4.5,2.5
3428515;17ws_dbs1;8,6,7,5,8.5,10.5,6
3432225;17ws_dbs1;6.5,4,8,5.5,8.5,11,7
3437045;17ws_dbs1;4.5,3,1.5,1,0.5,2.5,2
3445008;17ws_dbs1;4,2,3,2,1,3,2
3450458;17ws_dbs1;3.5,5.5,6.5,4,3,8.5,2.5
3454563;17ws_dbs1;7,4,5,4.5,4.5,9,4.5
3455621;17ws_dbs1;4,3,6.5,4,9,7,4.5
3499693;17ws_dbs1;2,6,7,5,2.5,6,3.5
3508139;17ws_dbs1;6.5,5.5,6.5,5.5,5,6.5,3
3510110;17ws_dbs1;6,4.5,5,6,8,4,4.5
3527438;17ws_dbs1;3,3.5,7.5,3,2.5,8,2.5
3531117;17ws_dbs1;6,3,8,5.5,8.5,7,5
3533392;17ws_dbs1;0,3.5,8,2,3.5,3,4.5
3555811;17ws_dbs1;3,3,4.5,3.5,5,2,3.5
3560306;17ws_dbs1;4,4,6,4.5,5,9,1
3576206;17ws_dbs1;3.5,1.5,7,0,3,5,2.5
3579532;17ws_dbs1;6,3.5,6.5,6,8,8,5.5
3586311;17ws_dbs1;7,2,1.5,2.5,4.5,0,1.5
3594139;17ws_dbs1;5,4,8,4.5,7.5,9,5.5
3610034;17ws_dbs1;5,3.5,8,3.5,5.5,9,0.5
3616866;17ws_dbs1;4.5,4.5,2,2.5,3,2,1.5
3631078;17ws_dbs1;5.5,1.5,5.5,1.5,3,3.5,1
3640678;17ws_dbs1;5,2,6,4,4,9,2.5
3648162;17ws_dbs1;1.5,5.5,5,4,7,10,3
3678362;17ws_dbs1;1,2.5,1,0,2.5,2.5,4
3684736;17ws_dbs1;3.5,5,4,3,5.5,4,4.5
3689986;17ws_dbs1;1,3,1,2,2,7,4
3692137;17ws_dbs1;3.5,5.5,6,2.5,7.5,7,3.5
3705415;17ws_dbs1;0,3,1,0,2,0.5,2.5
3741473;17ws_dbs1;7.5,4.5,6,5.5,6.5,7.5,5
3751218;17ws_dbs1;7.5,3.5,7,4,5,6.5,2
3752996;17ws_dbs1;5.5,3,3.5,3.5,1,4.5,3
3774109;17ws_dbs1;5.5,5.5,4.5,2,5,5,5.5
3775958;17ws_dbs1;3.5,2,5,0.5,2.5,1,2
3802617;17ws_dbs1;1.5,3.5,6,2,3,4,4
3803740;17ws_dbs1;0,4.5,5,0.5,3,4.5,3.5
3809742;17ws_dbs1;2,1,2,1,2,6,0.5
3812402;17ws_dbs1;3,1.5,7,1.5,3.5,4.5,3.5
3842886;17ws_dbs1;5,3,6,2,2.5,9,4
3847942;17ws_dbs1;4,5,5.5,5,8,5.5,5.5
3850850;17ws_dbs1;0,3,1,1,0,1,1.5
3854496;17ws_dbs1;3,2.5,5,0.5,0.5,2.5,0.5
3874177;17ws_dbs1;7.5,2.5,8,3.5,2,1,4.5
3874487;17ws_dbs1;7.5,5.5,5.5,4.5,4.5,5.5,1.5
3877225;17ws_dbs1;5,3.5,4,3,3.5,6,3
3887007;17ws_dbs1;5,4.5,6,4.5,4.5,10.5,5
3887956;17ws_dbs1;1.5,0,4.5,0,1.5,2.5,0
3904934;17ws_dbs1;2,5,5.5,2.5,7,2.5,4
3913083;17ws_dbs1;1.5,2.5,6,1,2.5,1.5,1.5
3918872;17ws_dbs1;6.5,5,7,5.5,5,6.5,5.5
3923073;17ws_dbs1;3,0,4,2,0,1,0
